Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Morton, DN; Bell, TW; Anderson, TW",,,,"Morton, Dana N.; Bell, Tom W.; Anderson, Todd W.",,,Spatial synchrony of amphipods in giant kelp forests,MARINE BIOLOGY,,,,,,,,,,,,"Amphipods are abundant in marine ecosystems worldwide and are important as prey and as consumers of macrophytes and detritus in food webs. Due to the spatially complex and dynamic nature of giant kelp (Macrocystis pyrifera) forests, assessment of the abundances of giant kelp and amphipods through time and space should provide insight into their potential interactions within the system. In an extensive field study within the surface canopy of giant kelp, the abundance of amphipods was quantified on artificial substrates at an array of 18 sites within kelp forests along Point Loma, California, USA, from July to October 2009 and 2010. Biomass of giant kelp canopy was estimated using remotely sensed imagery, and the spatial synchrony (autocorrelation through time) of kelp canopy was compared with synchrony of caprellid and non-caprellid amphipods. Caprellids exhibited high spatial synchrony that did not decrease with distance, while non-caprellids were synchronous on local scales, indicating high spatial heterogeneity in abundance through time. Gammarids showed a rapid exponential decrease in synchrony within the first 550 m that was consistent with synchrony of giant kelp. This suggests a local-scale biotic link between non-caprellids and giant kelp canopy, whereas caprellid synchrony is more likely to be influenced by regional-scale environmental variables. Caprellids and other amphipods are important prey resources for common kelp forest fishes, so these differences may in turn affect the spatial distributions of these predators. Moreover, excretion by amphipods may be an important source of nitrogen to giant kelp during periods of nitrogen limitation.",,,,,"Bell, Tom/AAD-2551-2020",,,,,,,,,,,,,,0025-3162,1432-1793,,,,FEB,2016,163,2,,,,,,,32,10.1007/s00227-015-2807-5,http://dx.doi.org/10.1007/s00227-015-2807-5,,,,,,,,,,,,,WOS:000370052700011,View Full Record in Web of Science
J,"Vieira, MC; Roitman, I; Barbosa, HD; Velho, LFM; Vieira, LCG",,,,"Vieira, Maisa Carvalho; Roitman, Iris; Barbosa, Hugo de Oliveira; Machado Velho, Luiz Felipe; Galli Vieira, Ludgero Cardoso",,,Spatial synchrony of zooplankton during the impoundment of amazonic reservoir,ECOLOGICAL INDICATORS,,,,,,,,,,,,"The escalating demand for energy and the strong political and economic pressure to explore the Amazon's hydroelectric potential has led to the increase of hydroelectric reservoirs in the region. Reservoirs are artificial ecosystems that modify the structure of biological populations. Evaluating the spatial synchrony of populations and environmental variables in the development of reservoirs may reveal determinant factors and processes operating in these ecosystems. This may help understand the impacts, optimize monitoring systems and develop strategies to improve and maintain the ecological integrity (or stability) of these environments. In this study, we evaluated the spatial synchrony in zooplankton populations and limnological environmental variables during the implementation of a hydroelectric reservoir in the Amazon region, on the border of the states of Para and Amapa. Synchrony was determined by mean cross-correlation between the pairs of points for each variable, followed by Mantel test to investigate its influencing factors. We observed spatial synchronous values for both population and limnological environmental variables. However, we could not identify the mechanisms that are operating, indicating that more than one factor may be influencing the ecosystem dynamics. Population synchrony increased after impoundment. Population synchrony may be associated with some limnological variables, such as the ones related to the amounts of nutrients, whereas environmental synchrony can be related to extrinsic factors, such as climatic variation, not tested this study. In order to increase the understanding of the mechanisms operating over population and environmental dynamics, we suggest that, besides evaluating limnological environmental variables and spatial synchrony, analyses should include meteorological and landscape data.",,,,,"Carvalho Vieira, Maisa/C-9398-2018; Velho, Luiz Felipe Machado/I-9130-2016; Cardoso Galli Vieira, Ludgero/G-6985-2017","Carvalho Vieira, Maisa/0000-0002-8787-7627; Velho, Luiz Felipe Machado/0000-0001-8111-4955; Cardoso Galli Vieira, Ludgero/0000-0002-9411-6666",,,,,,,,,,,,,1470-160X,1872-7034,,,,MAR,2019,98,,,,,,649,656,,10.1016/j.ecolind.2018.11.040,http://dx.doi.org/10.1016/j.ecolind.2018.11.040,,,,,,,,,,,,,WOS:000464891100065,View Full Record in Web of Science
J,"Ali, AE; Gardner, AM; Shugart, HH; Walter, JA",,,,"Ali, Asad E.; Gardner, Allison M.; Shugart, Herman H.; Walter, Jonathan A.",,,Opposing Patterns of Spatial Synchrony in Lyme Disease Incidence,ECOHEALTH,,,,,,,,,,,,"Incidence of Lyme disease, a tick-borne illness prevalent in the US, is increasing in endemic regions and regions with no previous history of the disease, significantly impacting public health. We examined space-time patterns of Lyme disease incidence and the influence of ecological and social factors on spatial synchrony, i.e., correlated incidence fluctuations across US counties. Specifically, we addressed these questions: Does Lyme disease incidence exhibit spatial synchrony? If so, what geographic patterns does Lyme disease synchrony exhibit? Are geographic patterns of disease synchrony related to weather, land cover, access to health care, or tick-borne disease awareness? How do effects of these variables on Lyme disease synchrony differ geographically? We used network analysis and matrix regression to examine geographical patterns of Lyme disease synchrony and their potential mechanisms in 399 counties in the eastern and Midwestern US. We found two distinct regions of synchrony in Northeast and upper Midwest regions exhibiting opposing temporal fluctuations in incidence. Spatial patterns of Lyme disease synchrony were partly explained by land cover, weather, poverty, and awareness of tick-borne illness, with significant predictive variables changing regionally. However, the two regions may have become more synchronous over time, potentially leading to higher-amplitude nation-wide fluctuations in disease incidence.",,,,,,,,,,,,,,,,,,,1612-9202,1612-9210,,,,MAR,2024,21,1,,,,,46,55,,10.1007/s10393-024-01677-8,http://dx.doi.org/10.1007/s10393-024-01677-8,,MAY 2024,,,,,,38704455,,,,,WOS:001214088200001,View Full Record in Web of Science
J,"Walter, JA; Castorani, MCN; Bell, TW; Sheppard, LW; Cavanaugh, KC; Reuman, DC",,,,"Walter, Jonathan A.; Castorani, Max C. N.; Bell, Tom W.; Sheppard, Lawrence W.; Cavanaugh, Kyle C.; Reuman, Daniel C.",,,Tail-dependent spatial synchrony arises from nonlinear driver-response relationships,ECOLOGY LETTERS,,,,,,,,,,,,"Spatial synchrony may be tail-dependent, that is, stronger when populations are abundant than scarce, or vice-versa. Here, 'tail-dependent' follows from distributions having a lower tail consisting of relatively low values and an upper tail of relatively high values. We present a general theory of how the distribution and correlation structure of an environmental driver translates into tail-dependent spatial synchrony through a non-linear response, and examine empirical evidence for theoretical predictions in giant kelp along the California coastline. In sheltered areas, kelp declines synchronously (lower-tail dependence) when waves are relatively intense, because waves below a certain height do little damage to kelp. Conversely, in exposed areas, kelp is synchronised primarily by periods of calmness that cause shared recovery (upper-tail dependence). We find evidence for geographies of tail dependence in synchrony, which helps structure regional population resilience: areas where population declines are asynchronous may be more resilient to disturbance because remnant populations facilitate reestablishment.",,,,,"Sheppard, Lawrence/KFB-7678-2024; Bell, Tom/AAD-2551-2020; Castorani, Max/LDE-5681-2024","Walter, Jonathan/0000-0003-2983-751X; Castorani, Max/0000-0002-7372-9359",,,,,,,,,,,,,1461-023X,1461-0248,,,,MAY,2022,25,5,,,,,1189,1201,,10.1111/ele.13991,http://dx.doi.org/10.1111/ele.13991,,MAR 2022,,,,,,35246946,,,,,WOS:000764571500001,View Full Record in Web of Science
J,"Chevalier, M; Laffaille, P; Grenouillet, G",,,,"Chevalier, Mathieu; Laffaille, Pascal; Grenouillet, Gael",,,Spatial synchrony in stream fish populations: influence of species traits,ECOGRAPHY,,,,,,,,,,,,"Spatial synchrony in population dynamics has been identified in most taxonomic groups. Numerous studies have reported varying levels of spatial synchrony among closely-related species, suggesting that species' characteristics may play a role in determining the level of synchrony. However, few studies have attempted to relate this synchrony to the ecological characteristics and/or life-history traits of species. Yet, as to some extent the extinction risk may be related to synchrony patterns, identifying a link between species' characteristics and spatial synchrony is crucial, and would help us to define effective conservation planning. Here, we investigated whether species attributes and temperature synchrony (i.e. a proxy of the Moran effect) account for the differences in spatial population synchrony observed in 27 stream fish species in France. After measuring and testing the level of synchrony for each species, we performed a comparative analysis to detect the phylogenetic signal of these levels, and to construct various multi-predictor models with species traits and temperature synchrony as covariates, while taking phylogenetic relatedness into account. We then performed model averaging on selected models to take model uncertainty into account in our parameter estimates. Fifteen of the 27 species displayed a significant level of synchrony. Synchrony was weak, but highly variable between species, and was not conserved across the phylogeny. We found that some species' characteristics significantly influenced synchrony levels. Indeed, the average model indicated that species associated with greater dispersal abilities, lower thermal tolerance, and opportunistic strategy displayed a higher degree of synchrony. These findings indicate that phylogeny and spatial temperature synchrony do not provide information pertinent for explaining the variations in species' synchrony levels, whereas the dispersal abilities, the life-history strategies and the upper thermal tolerance limits of species do appear to be quite reliable predictors of synchrony levels.",,,,,"chevalier, mathieu/AAU-6540-2020; Grenouillet, Gael/E-6518-2019","Chevalier, Mathieu/0000-0002-1170-5343; Grenouillet, Gael/0000-0003-3588-3694",,,,,,,,,,,,,0906-7590,1600-0587,,,,OCT,2014,37,10,,,,,960,968,,10.1111/ecog.00662,http://dx.doi.org/10.1111/ecog.00662,,,,,,,,,,,,,WOS:000342613600005,View Full Record in Web of Science
J,"Rodrigues, AC; Granzotti, RV; dos Santos, NCL; Bini, LM; Severi, W; Gomes, LC",,,,"Rodrigues, Amanda Cantarute; Granzotti, Rafaela Vendrametto; Lacerda dos Santos, Natalia Carneiro; Bini, Luis Mauricio; Severi, William; Gomes, Luiz Carlos",,,Interspecific variation in fish spatial synchrony relates to reproductive traits in a highly fragmented river,AUSTRAL ECOLOGY,,,,,,,,,,,,"Spatial synchrony occurs when the abundance of populations in different locations rise and fall together. This pattern is caused mainly by dispersal and spatially correlated environmental stochasticity. The levels of spatial synchrony can vary between species, yet little is known about which species traits can explain this interspecific variation. In addition, traits may have different degrees of influence on spatial synchrony levels because of their differences in plasticity. We hypothesized that conservative traits-reproductive and morphological-will best explain interspecific variation in synchrony, while those that may vary according to the environment-feeding and habitat preference-will be weakly related to this interspecific variation. We evaluated the spatial synchrony of freshwater fish species in a highly fragmented river in the Neotropical region and related the levels of synchrony to seven predictors: diet, reproductive traits (migration, fecundation, parental care and spawning), position in the water column, niche breadth, body size, body shape and average temporal occurrence of each species. The fish species showed low levels of spatial synchrony but a high interspecific variation (correlation values ranging from -0.11 to 0.41). We found that this variation was mainly related to species' reproductive traits, that is, sedentary species with partial spawning and without parental care had higher mean spatial synchrony than species with the opposite characteristics. In contrast, more plastic traits (diet and habitat preferences) were poor predictors of mean spatial synchrony. We speculate that, despite the low spatial synchrony found, if extreme impacts continue to occur in the basin at the regional scale, it may negatively affect local fish populations in a synchronous manner, resulting in increased risk of simultaneous declines.",,,,,"Rodrigues, Amanda/AAD-5710-2020; Bini, Luis/D-5865-2013; Granzotti, Rafaela/S-6523-2017; Gomes, Luiz/D-5886-2013; Severi, William/G-1836-2012","Santos, Natalia/0000-0001-6538-0196; Rodrigues, Amanda Cantarute/0000-0002-3394-1865; Severi, William/0000-0001-8873-5965; Vendrametto Granzotti, Rafaela/0000-0002-4128-2468",,,,,,,,,,,,,1442-9985,1442-9993,,,,DEC,2022,47,8,,,,,1636,1651,,10.1111/aec.13241,http://dx.doi.org/10.1111/aec.13241,,OCT 2022,,,,,,,,,,,WOS:000868727200001,View Full Record in Web of Science
J,"da Silva, MN; Granzotti, RV; de Carvalho, P; Rodrigues, LC; Bini, LM",,,,"da Silva, Matheus Nunes; Granzotti, Rafaela Vendrametto; de Carvalho, Priscilla; Rodrigues, Luzia Cleide; Bini, Luis Mauricio",,,Niche measures and growth rate do not predict interspecific variation in spatial synchrony of phytoplankton,LIMNOLOGY,,,,,,,,,,,,"Spatial synchrony occurs when local populations exhibit correlated dynamics over time. Recent studies, both experimental and observational, have indicated that the magnitude of spatial synchrony, in cross-species analyses, is correlated with the level of specialization. In theory, specialist species would exhibit higher levels of synchrony than generalist species because they would be more sensitive to environmental variations. In addition, according to simulation studies, species with high growth rates should have more synchronized dynamics. In this study, we tested these hypotheses using datasets (phytoplankton populations and environmental variables) obtained in the Cana Brava Reservoir (State of Goias, Brazil). We used a multiple regression model to test whether the average level of spatial synchrony was correlated with variables that indicate environmental specialization and population growth rate. In general, the average values of spatial synchrony were low, indicating the predominance of local factors in controlling population dynamics. We found no significant relationship between synchrony and our explanatory variables. To assess the generality of correlates of spatial synchrony, we suggest that future studies should focus on a common same set of explanatory variables.",,,,,"Granzotti, Rafaela/S-6523-2017; Rodrigues, Luzia/AAB-2194-2021; Bini, Luis Mauricio/D-5865-2013; Rodrigues, Luzia Cleide/B-7856-2017","Bini, Luis Mauricio/0000-0003-3398-9399; Vendrametto Granzotti, Rafaela/0000-0002-4128-2468; Rodrigues, Luzia Cleide/0000-0002-0593-0931",,,,,,,,,,,,,1439-8621,1439-863X,,,,JAN,2021,22,1,,,,,121,127,,10.1007/s10201-020-00640-0,http://dx.doi.org/10.1007/s10201-020-00640-0,,SEP 2020,,,,,,,,,,,WOS:000566050900001,View Full Record in Web of Science
J,"Walter, JA; Sheppard, LW; Venugopal, PD; Reuman, DC; Dively, G; Tooker, JF; Johnson, DM",,,,"Walter, Jonathan A.; Sheppard, Lawrence W.; Venugopal, P. Dilip; Reuman, Daniel C.; Dively, Galen; Tooker, John F.; Johnson, Derek M.",,,Weather and regional crop composition variation drive spatial synchrony of lepidopteran agricultural pests,ECOLOGICAL ENTOMOLOGY,,,,,,,,,,,,"1. Spatial synchrony, the tendency for temporal population fluctuations to be correlated across multiple locations at regional scales, is common and contributes to the severity of outbreaks and epidemics, but is little studied in agricultural pests. 2. This study analysed spatial synchrony from 1974 to 2008 in 16 lepidopteran agricultural pests in Maryland, U.S.A., and investigated whether pest synchrony is driven by interannual variability in seasonal weather and the areas planted in different crop types. 3. Lepidopteran pests exhibited high degrees of spatial synchrony, which was driven by environmental variation, a phenomenon known as the Moran effect. Region-wide variation in the areas planted in major crops drove spatially synchronous abundance fluctuations in more than half of studied species. The combination of weather and crop composition explained large fractions of synchrony in black cutworm, corn earworm, European corn borer, and spotted cutworm populations. Other pests, including forage looper and variegated cutworm, displayed a high degree of spatial synchrony, but without dependence on the tested drivers. 4. The study finding that synchronous variation in the area planted in different crop types contributed to synchronous pest abundance fluctuations suggests that strategies to reduce synchrony in changes in crop type across a region could reduce the severity of pest outbreaks and enhance the stability of agricultural systems.",,,,,"Tooker, John/P-6421-2014; Johnson, Derek/B-6409-2012; Sheppard, Lawrence/KFB-7678-2024","Venugopal, Dilip/0000-0001-6339-5087; Sheppard, Lawrence/0000-0002-9032-2059; Walter, Jonathan/0000-0003-2983-751X",,,,,,,,,,,,,0307-6946,1365-2311,,,,JUN,2020,45,3,,,,,573,582,,10.1111/een.12830,http://dx.doi.org/10.1111/een.12830,,DEC 2019,,,,,,,,,,,WOS:000502696800001,View Full Record in Web of Science
J,"Shestakova, TA; Gutiérrez, E; Voltas, J",,,,"Shestakova, Tatiana A.; Gutierrez, Emilia; Voltas, Jordi",,,A roadmap to disentangling ecogeographical patterns of spatial synchrony in dendrosciences,TREES-STRUCTURE AND FUNCTION,,,,,,,,,,,,"A systematic assessment of spatial synchrony in tree growth, a fundamental feature of spatiotemporal forest dynamics, can provide valuable insights into complex tree reactions across species and environmental gradients. The concept of spatial synchrony in ecology refers to the presence of coordinated time fluctuations in certain characteristics that can be observed in plant and animal communities inhabiting an area. It is a well-known phenomenon common to virtually every taxon, but comparatively little attention has been given to the study of the temporal coherence of forest tree performance across biogeographical gradients. In forest ecosystems, tree growth dynamics is primarily driven by climatic variability (i.e., the Moran effect). Due to rapid climate change, trees are increasingly pushed to their physiological limits up to the level that many populations are facing immediate risk of extinction. The characterization of synchrony patterns in tree growth can provide clues on the relevance of emerging climatic threats on forests, as new combinations of precipitation and temperature are entraining tree performance worldwide. In this regard, comprehensive and systematic approaches to analyse spatiotemporal dynamics of tree growth are needed. Here, we present a methodology for disentangling and interpreting how the variability and common signal strength of tree growth (or other traits) are structured in tree-ring networks. It is grounded on mixed modelling principles and broadens well-known theoretical principles in dendrosciences. Based on this approach, we describe the essential properties of spatial synchrony in tree growth at multiple geographical scales. We also discuss the potential of this methodology to discern early warning signals of climate change impacts on forest ecosystems.",,,,,"Gutierrez, Emilia/O-7568-2014; Voltas, Jordi/N-9587-2019; Shestakova, Tatiana/S-4198-2016","Shestakova, Tatiana/0000-0002-5605-0299; Voltas, Jordi/0000-0003-4051-1158; GUTIERREZ MERINO, Emilia/0000-0002-6085-5700",,,,,,,,,,,,,0931-1890,1432-2285,,,,APR,2018,32,2,,,,,359,370,,10.1007/s00468-017-1653-0,http://dx.doi.org/10.1007/s00468-017-1653-0,,,,,,,,,,,,,WOS:000427709200002,View Full Record in Web of Science
J,"Gonçalves, MSS; Gil-Delgado, JA; Gosálvez, RU; López-Iborra, GM; Ponz, A; Velasco, A",,,,"Goncalves, M. S. S.; Gil-Delgado, J. A.; Gosalvez, R. U.; Lopez-Iborra, G. M.; Ponz, A.; Velasco, A.",,,Spatial synchrony of wader populations in inland lakes of the Iberian Peninsula,ECOLOGICAL RESEARCH,,,,,,,,,,,,"Spatial synchronization refers to similarity in temporal variations between spatially separated populations. Three mechanisms have been associated with the spatial synchrony of populations: Moran effect, dispersal and trophic interactions. In this study, we explored the degree of spatial synchrony of three wader species populations (Pied Avocet, Black-winged Stilt and Kentish Plover) using monthly estimates of their abundance in inland lakes of the Iberian Peninsula. The effect of several types of wetland variables (structural, hydroperiod and landscape) on spatial synchronization was explored. Groups of lakes with significant synchronization were identified for all three species. The lakes with wastewater input presented longer hydroperiods than those that did not receive these effluents, and this factor was positively related to the spatial synchrony of the Pied Avocet and Kentish Plover populations. The distance between lakes (used as an indicator of the dispersal effect on synchronization) was significant only in Pied Avocet. No structural or landscape variables were related to spatial synchronization in any species. It was impossible to identify any variable related to the spatial synchronization of Black-winged Stilt abundance as a possible result of the high ecological plasticity of this species. Our data provides the first evidence for mechanisms that act on the spatial synchronizing of wader populations in temporary continental lakes in central Spain, and show that the hydroperiod of lakes acts as an important factor in the spatial synchronization of aquatic species and that its effect is mediated by the reception of urban wastewater.",,,,,"Gosálvez Rey, Rafael Ubaldo/H-8286-2015; López-Iborra, Germán/AFN-5919-2022; Ponz Miranda, Adrian/L-7022-2014","Gosalvez Rey, Rafael Ubaldo/0000-0003-1440-1377; Velasco Garcia, Angel/0000-0003-4226-7582; Lopez Iborra, German/0000-0003-3045-5498; Ponz Miranda, Adrian/0000-0003-4147-1821",,,,,,,,,,,,,0912-3814,1440-1703,,,,NOV,2016,31,6,,,,,947,956,,10.1007/s11284-016-1407-2,http://dx.doi.org/10.1007/s11284-016-1407-2,,,,,,,,,,,,,WOS:000387344900018,View Full Record in Web of Science
J,"Santoiemma, G; Fioretto, D; Corcos, D; Mori, N; Marini, L",,,,"Santoiemma, Giacomo; Fioretto, Damiano; Corcos, Daria; Mori, Nicola; Marini, Lorenzo",,,Spatial synchrony in Drosophila suzukii population dynamics along elevational gradients,ECOLOGICAL ENTOMOLOGY,,,,,,,,,,,,"1. Spotted wing drosophila (SWD; Drosophila suzukii Matsumura, 1931) is a polyphagous invasive crop pest native of Southeast Asia able to attack a wide array of host plant species in both cultivated and natural habitats. SWD is now widespread in several mountain regions, but it is still unclear how the species moves to different elevations across the seasons, and how this depends on environmental conditions and food resources. 2. The temporal dynamics of several SWD populations were studied along elevational gradients in the Alps using a synchrony analysis. Twelve transects were selected, covering an overall elevational gradient of 2100 m. SWD abundance was monitored every 2 weeks during the growing season (from June to November 2015) when cultivated and wild hosts are potentially susceptible (i.e. fruits are ripe). 3. Spotted wing drosophila were widely distributed along all the tested elevations, revealing synchrony in population dynamics across ranges in elevation and geographic distance. Synchronised populations were observed at distances of up to 100 km at sites with similar temperatures. The high dispersal potential of the pest together with the seasonal variation in temperature are likely to be the dominant mechanisms causing the observed spatial synchrony. A factor that seemed to reduce synchrony is the large concentration of host plants (i.e. crop) in lowland agricultural landscapes. 4. The spatial synchrony in pest abundance at large spatial scale indicates that the risk of SWD outbreaks is highly dependent on drivers beyond the control of traditional field-scale management. These findings could help in developing monitoring and predictive models of SWD population dynamics.",,,,,"Santoiemma, Giacomo/J-7169-2019; Marini, Lorenzo/B-1119-2009","Santoiemma, Giacomo/0000-0002-3226-9253; Marini, Lorenzo/0000-0001-7429-7685",,,,,,,,,,,,,0307-6946,1365-2311,,,,APR,2019,44,2,,,,,182,189,,10.1111/een.12688,http://dx.doi.org/10.1111/een.12688,,,,,,,,,,,,,WOS:000460077500004,View Full Record in Web of Science
J,"Marquez, JF; Herfindal, I; Saether, BE; Aanes, S; Salthaug, A; Lee, AM",,,,"Marquez, Jonatan F.; Herfindal, Ivar; Saether, Bernt-Erik; Aanes, Sondre; Salthaug, Are; Lee, Aline Magdalena",,,Effects of local density dependence and temperature on the spatial synchrony of marine fish populations,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"Disentangling empirically the many processes affecting spatial population synchrony is a challenge in population ecology. Two processes that could have major effects on the spatial synchrony of wild population dynamics are density dependence and variation in environmental conditions like temperature. Understanding these effects is crucial for predicting the effects of climate change on local and regional population dynamics.We quantified the direct contribution of local temperature and density dependence to spatial synchrony in the population dynamics of nine fish species inhabiting the Barents Sea. First, we estimated the degree to which the annual spatial autocorrelations in density are influenced by temperature. Second, we estimated and mapped the local effects of temperature and strength of density dependence on annual changes in density. Finally, we measured the relative effects of temperature and density dependence on the spatial synchrony in changes in density.Temperature influenced the annual spatial autocorrelation in density more in species with greater affinities to the benthos and to warmer waters. Temperature correlated positively with changes in density in the eastern Barents Sea for most species. Temperature had a weak synchronizing effect on density dynamics, while increasing strength of density dependence consistently desynchronised the dynamics.Quantifying the relative effects of different processes affecting population synchrony is important to better predict how population dynamics might change when environmental conditions change. Here, high degrees of spatial synchrony in the population dynamics remained unexplained by local temperature and density dependence, confirming the presence of additional synchronizing drivers, such as trophic interactions or harvesting. Disentangling the processes affecting spatial synchrony is challenging but essential to predict the effects of changing environmental conditions on populations. By studying spatial synchrony in density dynamics with and without accounting for the effects of temperature and density dependence, the authors show how temperature synchronizes while density dependence desynchronizes population dynamics.image",,,,,"Marquez, Jonatan/GZM-5158-2022; Lee, Aline/AAL-9984-2021; Herfindal, Ivar/A-4609-2015","Marquez, Jonatan F./0000-0003-2034-6634; Lee, Aline/0000-0001-9272-4249; Herfindal, Ivar/0000-0002-5860-9252",,,,,,,,,,,,,0021-8790,1365-2656,,,,NOV,2023,92,11,,,,,2214,2227,,10.1111/1365-2656.14008,http://dx.doi.org/10.1111/1365-2656.14008,,SEP 2023,,,,,,37750026,,,,,WOS:001070222100001,View Full Record in Web of Science
J,"Campbell, LP; Bauer, AM; Tavares, Y; Guralnick, RP; Reuman, D",,,,"Campbell, Lindsay P.; Bauer, Amely M.; Tavares, Yasmin; Guralnick, Robert P.; Reuman, Daniel",,,Broadscale spatial synchrony in a West Nile virus mosquito vector across multiple timescales,SCIENTIFIC REPORTS,,,,,,,,,,,,"Insects often exhibit irruptive population dynamics determined by environmental conditions. We examine if populations of the Culex tarsalis mosquito, a West Nile virus (WNV) vector, fluctuate synchronously over broad spatial extents and multiple timescales and whether climate drives synchrony in Cx. tarsalis, especially at annual timescales, due to the synchronous influence of temperature, precipitation, and/or humidity. We leveraged mosquito collections across 9 National Ecological Observatory Network (NEON) sites distributed in the interior West and Great Plains region USA over a 45-month period, and associated gridMET climate data. We utilized wavelet phasor mean fields and wavelet linear models to quantify spatial synchrony for mosquitoes and climate and to calculate the importance of climate in explaining Cx. tarsalis synchrony. We also tested whether the strength of spatial synchrony may vary directionally across years. We found significant annual synchrony in Cx. tarsalis, and short-term synchrony during a single period in 2018. Mean minimum temperature was a significant predictor of annual Cx. tarsalis spatial synchrony, and we found a marginally significant decrease in annual Cx. tarsalis synchrony. Significant Cx. tarsalis synchrony during 2018 coincided with an anomalous increase in precipitation. This work provides a valuable step toward understanding broadscale synchrony in a WNV vector.",,,,,"Campbell, Lindsay/KYR-3074-2024","Bauer, Amely/0000-0002-6749-811X",,,,,,,,,,,,,2045-2322,,,,,MAY 30,2024,14,1,,,,,,,12479,10.1038/s41598-024-62384-6,http://dx.doi.org/10.1038/s41598-024-62384-6,,,,,,,,38816487,,,,,WOS:001236334900010,View Full Record in Web of Science
J,"Eberhart-Phillips, LJ; Hudgens, BR; Colwell, MA",,,,"Eberhart-Phillips, Luke J.; Hudgens, Brian R.; Colwell, Mark A.",,,"Spatial synchrony of a threatened shorebird: Regional roles of climate, dispersal and management",BIRD CONSERVATION INTERNATIONAL,,,,,,,,,,,,"Correlated climate patterns, dispersal, and similar management practices may synchronise dynamics of populations in close proximity, which tends to reduce metapopulation persistence. However, synchronising and desynchronising mechanisms can act at multiple spatial scales, which means that for wide-ranging species, patterns of spatial synchrony and their causes might vary across the species' range. We examined the relationships of spatial autocorrelation in winter climate, dispersal distance and predator management to the spatio-temporal dynamics of the Western Snowy Plover Charadrius nivosus nivosus, a threatened shorebird that breeds along the Pacific coast of the United States. We investigated how signals and drivers of plover population growth dynamics vary among populations occupying northern, central, and southern regions of the species' U.S. range. Across the metapopulation and specifically the core of the species' range in the south, we found that plover populations within 132 km of each other exhibited detectable levels of synchrony, which fell within published estimates of dispersal distance. Furthermore, similar predator management among sites increased the degree to which nearby populations were synchronised. There was, however, no evidence of spatial synchrony in populations of the northern and central regions. Regional differences in synchrony were associated with different population drivers and structure; prolonged cold periods had the strongest influence on the growth of northern populations while predator management had the strongest influence on southern populations. Northern populations were also smaller than the south, which likely reduced our ability to detect spatial synchrony because of increased demographic stochasticity. Neither climatic nor management variables had a detectable influence on central populations. Although the primary objective of threatened and endangered species management is to increase populations to viable levels, we recommend that conservation biologists and land managers acknowledge region-specific processes when considering the long-term persistence of wide-ranging species and coordinate inter-agency efforts to manage neighbouring populations effectively.",,,,,"Eberhart-Hertel, Luke/H-7894-2019","Eberhart-Hertel, Luke/0000-0001-7311-6088",,,,,,,,,,,,,0959-2709,1474-0001,,,,MAR,2016,26,1,,,,,119,135,,10.1017/S0959270914000379,http://dx.doi.org/10.1017/S0959270914000379,,,,,,,,,,,,,WOS:000372519600008,View Full Record in Web of Science
